1583960,Dynamic reconstruction of nonlinear v-i characteristic in electric arc furnaces using adaptive neuro-fuzzy rule-based networks.,"This paper presents an application of adaptive neuro-fuzzy networks which dynamically reconstructs the model of nonlinear v-i characteristic in electric arc furnaces. Electric arc furnaces represent complex, multi-variable processes with time-variant parameters, and their effective modeling is a challenging task. This paper shows that adaptive neuro-fuzzy networks lend themselves well to nonlinear black-box modeling of v-i behavior of electric arc furnaces. A successful implementation is described, and its performance is illustrated in comparison to measurements from an operational furnace.",2011,1583960,"A. R. Sadeghian,J. D. Lavers",0
1583961,A type-2 neuro-fuzzy system based on clustering and gradient techniques applied to system identification and channel equalization.,"The integration of fuzzy systems and neural networks has recently become a popular approach in engineering fields for modelling and control of uncertain systems. This paper presents the development of novel type-2 neuro-fuzzy system for identification of time-varying systems and equalization of time-varying channels using clustering and gradient algorithms. It combines the advantages of type-2 fuzzy systems and neural networks. The type-2 fuzzy system allows handling the uncertainties associated with information or data in the knowledge base of the process. The structure of the proposed type-2 TSK fuzzy neural system (FNS) is given and its parameter update rule is derived, based on fuzzy clustering and gradient learning algorithm. The proposed structure is used for identification and noise equalization of time-varying systems. The effectiveness of the proposed system is evaluated by comparing the results obtained by the use of models seen in the literature.",2011,1583961,"Rahib Hidayat Abiyev,Okyay Kaynak,Tayseer Alshanableh,Fakhreddin Mamedov",0
1583963,Using a hybrid MCDM model to evaluate firm environmental knowledge management in uncertainty.,"Environmental practice in knowledge management capability (EKMC) is a complex uncertainty concept that is difficult to determine based on a firm's real situation because measuring EKMC requires a set of qualitative and quantitative measurements. A framework is proposed and uses a novel hybrid multi-criteria decision-making (MCDM) model to address the dependence relationships of criteria with the aid of the analytical network process (ANP) and Decision-Making Trial and Evaluation Laboratory (DEMATEL) in uncertainty. Fuzzy set theory is used to interpret the linguistic information in accordance with the subjective evaluation; ANP is used to analyze the dependence aspects, while DEMATEL is used to determine the intertwined relations among the criteria. The evaluation results obtained through the proposed approach are objective and unbiased for two reasons. First, the results are generated by a group of experts in the presence of motile attributes, and second, the fuzzy linguistic approach reduces the distortion and loss of information. Managers can then judge the need to improve and determine which criteria provide the most effective direction towards improvement.",2011,1583963,Ming-Lang Tseng,0
1583964,Classification of material type and its surface properties using digital signal processing techniques and neural networks.,"A novel method for the classification of material type and its surface roughness by means of a lightweight plunger probe and optical mouse is presented in this paper. An experimental prototype was developed which involves bouncing or hopping of the plunger based impact probe freely on the plain surface of an object under test. The time and features of bouncing signal are related to the material type and its surface properties, and each material has a unique set of such properties. During the bouncing of the probe, a time varying signal is generated from optical mouse that is recorded in a data file on PC. Some dominant unique features are then extracted using digital signal processing tools to optimize neural network based classifier used in the existing system. The classifier is developed on the basis of application of supervised structures of neural networks. For this, an optimum Multilayer Perceptron Neural Network (MLP NN) model is designed to maximize accuracy under the constraints of minimum network dimension. Conjugate-gradient learning algorithm, which provides faster rate convergence, has been found suitable for the training of the MLP NN. The optimal parameters of MLP NN model based on various performance measures that also includes the receiver operating characteristics curve and classification accuracy on the testing data sets even after attempting different data partitions are determined. The classification accuracy of MLP NN is found reasonable consistently in respect of rigorous testing using different data partitions.",2011,1583964,"Nadir Nizar Ali Charniya,Sanjay V. Dudul",0
1583966,"JADE implemented mobile multi-agent based, distributed information platform for pervasive health care monitoring.","In this paper we aim to implement a highly distributed information infrastructure-MADIP by using Intelligent Agent paradigm, which is able to notify the responsible care-provider of abnormality automatically, offer distance medical advice, and perform continuous health monitoring for those who need it. To confront the issues of interoperability, scalability, and openness in heterogeneous e-health environments, a FIPA2000 standard compliant agent development platform-JADE (Java Agent DEvelopment Framework) was adopted for the design and implementation of the proposed intelligent multi-agent based MADIP system.",2011,1583966,"Chuan-Jun Su,Chia-Ying Wu",0
1583967,Differential evolution for solving the mobile location management.,"In this work we present two new approaches to solve the location management problem, respectively, based on the location areas and the reporting cells strategies. The location management problem corresponds to the management of the network configuration with the objective of minimizing the costs involved. We use the differential evolution algorithm to find the best configuration for the location areas and the reporting cells strategies, which principally considers the location update and paging costs. With this work we want to define the best values to the differential evolution configuration, using test networks and also realistic networks, as well as compare our results with the ones obtained by other authors. These two new approaches applied to this problem have given us very good results, when compared with those obtained by other authors.",2011,1583967,"Sónia M. Almeida-Luz,Miguel A. Vega-Rodríguez,Juan Antonio Gómez Pulido,Juan Manuel Sánchez-Pérez",0
1583968,Genetic learning of fuzzy integrals accumulating human-reported environmental stress.,"In this paper, we develop models based on fuzzy integrals (both of the Choquet and Sugeno type) for accumulating annoyance by noise, odor or light caused by particular sources or activities. As underlying fuzzy measures, we have opted for k-maxitive measures (in particular 1-maxitive or 2-maxitive) as the best known crisp model points in this direction. The fuzzy measures are learnt from survey data and optimized using genetic algorithms. Attention is paid to several types of inconsistencies that typically arise in data sets collected through social surveys. Also, special care is taken to make sure that the Sugeno integral and the genetic algorithm that optimizes the associated fuzzy measure operates solely on the ordinal scale of linguistic labels.",2011,1583968,"Andy Verkeyn,Dick Botteldooren,Bernard De Baets",0
1584001,Digital ants as the best cicerones for museum visitors.,"In this paper we address the problem of personalization and automatic generation of museum visits with mobile devices guidance. We propose here a ubiquitous software and hardware infrastructure that supports, in a collaborative way, the generation of museum handheld-based visits. Particularly, we define the problem to be solved as an instance of the Orienteering Problem. We present an implementation of a distributed algorithm in which every computing element of the ubiquitous infrastructure contributes to the generation of sub-optimal solutions that meet the user requirements. Finally, we discuss some experimental results that validate the proposed ideas and the results obtained by a questionnaire answered by real visitors. This questionnaire was filled in during the largest deployment of this technology in Spain in which 100 Personal Digital Assistants (PDAs) were made available to visitors as part of the exhibition ''Sorolla: Vision of Spain''.",2011,1584001,"Javier Jaén Martínez,José A. Mocholí,Alejandro Catalá,Elena Navarro",0
1584002,Radial basis function network based on time variant multi-objective particle swarm optimization for medical diseases diagnosis.,"This paper proposes an adaptive evolutionary radial basis function (RBF) network algorithm to evolve accuracy and connections (centers and weights) of RBF networks simultaneously. The problem of hybrid learning of RBF network is discussed with the multi-objective optimization methods to improve classification accuracy for medical disease diagnosis. In this paper, we introduce a time variant multi-objective particle swarm optimization (TVMOPSO) of radial basis function (RBF) network for diagnosing the medical diseases. This study applied RBF network training to determine whether RBF networks can be developed using TVMOPSO, and the performance is validated based on accuracy and complexity. Our approach is tested on three standard data sets from UCI machine learning repository. The results show that our approach is a viable alternative and provides an effective means to solve multi-objective RBF network for medical disease diagnosis. It is better than RBF network based on MOPSO and NSGA-II, and also competitive with other methods in the literature.",2011,1584002,"Sultan Noman Qasem,Siti Mariyam Hj. Shamsuddin",0
1584003,Improved fuzzy sliding mode control for a class of MIMO nonlinear uncertain and perturbed systems.,"In this paper, a stable adaptive fuzzy sliding mode based tracking control is developed for a class of nonlinear MIMO systems that are represented by input output models involving system uncertainties and external disturbances. The main contribution of the proposed method is that the structure of the controller system is partially unknown and does not require the bounds of uncertainties and disturbance to be known. First, a fuzzy logic system is designed to estimate the unknown function. Secondly, in order to eliminate the chattering phenomenon brought by the conventional variable structure control, the signum function is replaced by an adaptive Proportional Derivative (PD) term in the proposed approach. All parameter adaptive laws and robustifying control terms are derived based on Lyapunov stability analysis, so that convergence to zero of tracking errors and boudedness of all signals in the closed-loop system can be guaranteed. Finally, a mass-spring-damper system is simulated to demonstrate the validity and the effectiveness of the proposed controller.",2011,1584003,"S. Aloui,Olivier Pagès,Ahmed El Hajjaji,A. Chaari,Y. Koubaa",0
1584004,Complex generalized-mean neuron model and its applications.,"The key element of neurocomputing research in complex domain is the development of artificial neuron model with improved computational power and generalization ability. The non-linear activities in neuronal interactions are observed in biological neurons. This paper presents architecture of a neuron with a non-linear aggregation function for complex-valued signals. The proposed aggregation function is conceptually based on generalized mean of signals impinging on a neuron. This function is general enough and is capable of realizing various conventional aggregation functions as its special case. The generalized-mean neuron has a simpler structure and variation in the value of generalization parameter embraces higher order structure of a neuron. Hence, it can be used without the hassles of possible combinatorial explosion, as in higher order neurons. The superiority of proposed neuron based network over real and complex multilayer perceptron is demonstrated through variety of experiments.",2011,1584004,"Bipin K. Tripathi,B. Chandra,Menakshi Singh,Prem Kumar Kalra",0
1584006,Genetic algorithm based NARX model identification for evaluation of insulin sensitivity.,"The evaluation of insulin sensitivity plays an important role in the clinical investigation of glucose related diseases. Mathematical models based on non-invasive tests provide an estimate of insulin sensitivity by solving a nonlinear optimization problem. However traditional optimization methods suffer from convergence problem and the final estimate is heavily dependent on the initial parameterization. This paper proposes a model based on the hybrid approach of nonlinear autoregressive with exogenous input (NARX) modeling and genetic algorithm (GA) for deriving an index of insulin sensitivity. The model does not need an initial parameterization and the convergence is always guaranteed. The index derived from the proposed model is found to correlate well with the widely used minimal model based insulin sensitivity, with a significantly higher accuracy of fit.",2011,1584006,"S. Ghosh,S. Maka",0
1584007,LPAT: An interactive simulation tool for assessing the lightning performance of Hellenic high voltage transmission lines.,"The paper presents the Lightning Performance Assessment Tool (LPAT), an interactive simulation tool which assesses the lightning performance of high voltage transmission lines. The LPAT design was based on a recently published methodology that has been developed in order to assess the lightning performance of the Hellenic high voltage transmission lines. This methodology has been adapted to enable tool's users to enter a large dataset required for the computations eliminating the possibility of mistakes. Moreover, LPAT, written in a high-level programming language and using the appropriate user interface models and programming architecture, enables electrical engineers to adapt the level of granularity in which they prefer to examine the lightning performance of a transmission line. This approach is proved to be ideal for electrical systems such as the Hellenic transmission system whose individual characteristics depend upon the meteorological and geographical characteristics of the Hellenic territory. This tool is also flexible to any modification and change in order to support different transmission systems. The presented simulation tool is valuable for designers of electric power systems intending in a more effective lightning protection.",2011,1584007,"Panagiotis Karampelas,Lambros Ekonomou,S. Panetsos,G. E. Chatzarakis",0
1584008,A hybrid ANFIS model based on AR and volatility for TAIEX forecasting.,"Time series models have been applied to forecast stock index movements and make reasonably accurate predictions. There are, however, two major drawbacks of conventional time series models: (1) most conventional time series models use only one variable to forecast; and (2) the rules that are mined from artificial neural networks (ANNs) are not easily understandable. To solve these problems and enhance the forecasting performance of fuzzy time series models, this paper proposes a hybrid adaptive network-based fuzzy inference system (ANFIS) model that is based on AR and volatility to forecast stock price problems of the Taiwan stock exchange capitalization weighted stock index (TAIEX). To evaluate forecasting performance, the proposed model is compared with Chen's model and Yu's model. Our results indicate that the proposed model is superior to other methods with regard to root mean squared error (RMSE).",2011,1584008,"Jing-Rong Chang,Liang-Ying Wei,Ching-Hsue Cheng",0
1584009,Fuzzy clustering of human motor motion.,"Acquisition of the behavioural skills of a human operator and recreating them in an intelligent autonomous system has been a critical but rather challenging step in the development of complex intelligent autonomous systems. Development of a systematic and generic method for realising this process by acquiring human postural and motor movements is explored. This is achieved by breaking down the human motion into a number of segments called motion or skill primitives. The proposed methodology is developed based on studying the movement of the human hand. The motion is measured by a dual-axis accelerometer and a gyroscope mounted on the hand. The gyroscope locates the position and configuration of the hand, whereas the accelerometer measures the kinematics parameters of the movement. The covariance and the mean of the data produced by the sensors are used as features in the clustering process. A fuzzy clustering method is developed and applied to identify different movements of the human hand. The proposed clustering approach identifies the sequence of the motion primitives embedded in the data produced from the human wrist movement. A review of the previous work in the area is carried out and the developed methodology is described. An overview of the experimental setup and procedures to validate the approach is given. The results of the validation are analysed critically and some conclusions are drawn.",2011,1584009,Fazel Naghdy,0
1584010,Automatic lateral control for unmanned vehicles via genetic algorithms.,"It is known that the techniques under the topic of Soft Computing have a strong capability of learning and cognition, as well as a good tolerance to uncertainty and imprecision. Due to these properties they can be applied successfully to Intelligent Vehicle Systems; ITS is a broad range of technologies and techniques that hold answers to many transportation problems. The unmanned control of the steering wheel of a vehicle is one of the most important challenges facing researchers in this area. This paper presents a method to adjust automatically a fuzzy controller to manage the steering wheel of a mass-produced vehicle; to reach it, information about the car state while a human driver is handling the car is taken and used to adjust, via iterative genetic algorithms an appropriated fuzzy controller. To evaluate the obtained controllers, it will be considered the performance obtained in the track following task, as well as the smoothness of the driving carried out.",2011,1584010,"Enrique Onieva,José Eugenio Naranjo,Vicente Milanés,Javier Alonso,Ricardo García,Joshué Pérez",0
1584011,Location discovery in Wireless Sensor Networks using metaheuristics.,"Wireless Sensor Networks (WSN) monitor the physical world using small wireless devices known as sensor nodes, with high precision and in real time, without the intervention of a human operator. Location information plays a critical role in many of the applications where WSN are used. Though a simple and effective solution could be to equip every node with self-locating hardware such as a GPS, the resulting cost renders such a solution unefficient. A widely used self-locating mechanism consists in equipping a small subset of the nodes with some GPS-like hardware, while the rest of the nodes employ reference estimations (received signal strength, time-of-arrival, etc.) in order to determine their locations. The task of determining the node locations using node-to-node distances combined with a set of known node locations is referred to as location discovery (LD). The main difficulty found in LD is the presence of distance estimation errors, which result in node positioning errors. We describe in this work an error model for the estimations, and propose a two-stage search procedure that combines minimization of an error norm function with maximization of a maximum likelihood function to solve the problem. We perform an empirical study of the performance of several variants of the guiding functions, and several metaheuristics used to solve real LD problem instances. Finally, we test our proposed technique against the single phase techniques in order to evaluate its performance.",2011,1584011,"Guillermo Molina,Enrique Alba",0
1584012,A neural network-based sliding-mode control for rotating stall and surge in axial compressors.,"A decoupled sliding-mode neural network variable-bound control system (DSMNNVB) is proposed to control rotating stall and surge in jet engine compression systems in presence of disturbance and uncertainty. The control objective is to drive the system state to the original equilibrium point and it proves that the control system is asymptotically stable. In this controller, an adaptive neural network (NN) control scheme is employed for unknown dynamic of nonlinear plant without using a model of the plant. Moreover, no prior knowledge of the plant is assumed. The proposed DSMNNVB controller ensures Lyapunov stability of the nonlinear dynamic of the system.",2011,1584012,"J. Javadi Moghaddam,Mehrdad H. Farahani,Nima Amanifard",0
1584013,A multi-objective artificial immune algorithm for parameter optimization in support vector machine.,"Support vector machine (SVM) is a classification method based on the structured risk minimization principle. Penalize, C; and kernel, @s parameters of SVM must be carefully selected in establishing an efficient SVM model. These parameters are selected by trial and error or man's experience. Artificial immune system (AIS) can be defined as a soft computing method inspired by theoretical immune system in order to solve science and engineering problems. A multi-objective artificial immune algorithm has been used to optimize the kernel and penalize parameters of SVM in this paper. In training stage of SVM, multiple solutions are found by using multi-objective artificial immune algorithm and then these parameters are evaluated in test stage. The proposed algorithm is applied to fault diagnosis of induction motors and anomaly detection problems and successful results are obtained.",2011,1584013,"Ilhan Aydin,Mehmet Karaköse,Erhan Akin",0
1584014,A novel hybrid feature selection method for microarray data analysis.,"Recently, many methods have been proposed for microarray data analysis. One of the challenges for microarray applications is to select a proper number of the most relevant genes for data analysis. In this paper, we propose a novel hybrid method for feature selection in microarray data analysis. This method first uses a genetic algorithm with dynamic parameter setting (GADP) to generate a number of subsets of genes and to rank the genes according to their occurrence frequencies in the gene subsets. Then, this method uses the @g^2-test for homogeneity to select a proper number of the top-ranked genes for data analysis. We use the support vector machine (SVM) to verify the efficiency of the selected genes. Six different microarray datasets are used to compare the performance of the GADP method with the existing methods. The experimental results show that the GADP method is better than the existing methods in terms of the number of selected genes and the prediction accuracy.",2011,1584014,"Chien-Pang Lee,Yungho Leu",0
1584015,Fuzzy-wavelet based prediction of Earth rotation parameters.,"Prediction of Earth rotation parameters (ERPs) is of importance especially for near real-time applications including navigation, remote sensing, and hazard monitoring. Therefore, prediction of ERPs at least over a few days in the future is necessary. Fuzzy-inference systems (FIS) are increasingly popular and have advantage over classical FFT that lacks stochastic stability due to non-stationarity, multiscaling, and persistent autocorrelations. Wavelet filtering can be used to handle such phenomenon. A FIS rule-base created from ERP time series, where the volatilities (returns) of the preprocessed series are used, and high frequency signals removed, is summarized. The performance of this system, trained using the fuzzy-wavelet method, is compared with that of a conventional FIS, trained on raw time series. The results show that the predictions by the fuzzy-wavelet method are superior to the FIS-only model for short-term predictions (up to 10 days in future). The improvement of prediction accuracy is found to be about 30% in terms of RMS error.",2011,1584015,"O. Akyilmaz,Hansjörg Kutterer,C. K. Shum,T. Ayan",0
1584016,A feedback based CRI approach to fuzzy reasoning.,"Fuzzy reasoning methods are extensively used in intelligent systems and fuzzy control. In our previous work, an explicit feedback mechanism is embedded into optimal fuzzy reasoning methods, and the resulting fuzzy reasoning methods are more robust than the optimal fuzzy reasoning methods. An interesting question is that, without the introduction of optimization goals, can the robustness of fuzzy reasoning methods be improved by embedding feedback mechanisms? This paper is intended to answer the question. By embedding feedback mechanisms into CRI approach, a new feedback based CRI (FBCRI) approach is proposed and three implementation methods with different strategies are obtained. Simulation results show that the feedback mechanisms are really useful for the improvement of the robustness of CRI methods. At last, to test the applicability of the proposed approach, it is applied to the solution of a real-time path planning problem for UAVs. The effectiveness and efficiency of an FBCRI based real-time path planning algorithm are verified by representative test examples, which show that embedding feedback information into the fuzzy reasoning process actually improve the quality of flight paths.",2011,1584016,"Zheng Zheng,Shanjie Wu,Wei Liu,Kai-Yuan Cai",0
1584017,Fuzzy goal-driven intelligent control for satellite environmental qualification.,"This paper reports on the application of Fuzzy Reference Gain-Scheduling Control (FRGS) to control a thermal-vacuum unit that emulates space environmental conditions for satellite and space device qualification. FRGS is a variation of fuzzy control that changes the controller gain surface in accordance to distinct operational conditions established by the reference (goal). This system allows to incorporate the experience of human operators by emulating human decision-making and reasoning, with the advantage of adaptation when parameters are adjusted on-line. The controller gain surface is adapted by modifying the shapes of the membership functions according to piecewise constant reference values. While the goal-driven adjustment is accomplished in a feedforward manner, feedback control technique is used to guarantee dynamical response. The experimental response obtained in the application to the real system has shown the effectiveness and flexibility of this control approach for such a nonlinear system.",2011,1584017,"Ernesto Araujo,Karl Kienitz,Sandra Sandri",0
1584019,Incipient fault detection in induction machine stator-winding using a fuzzy-Bayesian change point detection approach.,"In this paper the incipient fault detection problem in induction machine stator-winding is considered. The problem is solved using a new technique of change point detection in time series, based on a two-step formulation. The first step consists of a fuzzy clustering to transform the initial data, with arbitrary distribution, into a new one that can be approximated by a beta distribution. The fuzzy cluster centers are determined by using a Kohonen neural network. The second step consists in using the Metropolis-Hastings algorithm for performing the change point detection in the transformed time series generated by the first step with that known distribution. The incipient faults are detected as long as they characterize change points in such transformed time series. The main contribution of the proposed approach is the enhanced resilience of the new failure detection procedure against false alarms, combined with a good sensitivity that allows the detection of rather small fault signals. Simulation and practical results are presented to illustrate the proposed methodology.",2011,1584019,"Marcos F. S. V. D'Angelo,Reinaldo M. Palhares,Ricardo H. C. Takahashi,Rosangela Helena Loschi,Lane M. R. Baccarini,Walmir M. Caminhas",0
